#BioGRID Interaction ID,Entrez Gene Interactor A,Entrez Gene Interactor B,BioGRID ID Interactor A,BioGRID ID Interactor B,Systematic Name Interactor A,Systematic Name Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Synonyms Interactor A,Synonyms Interactor B,Experimental System,Experimental System Type,Author,Publication Source,Organism ID Interactor A,Organism ID Interactor B,Throughput,Score,Modification,Qualifications,Tags,Source Database,SWISS-PROT Accessions Interactor A,TREMBL Accessions Interactor A,REFSEQ Accessions Interactor A,SWISS-PROT Accessions Interactor B,TREMBL Accessions Interactor B,REFSEQ Accessions Interactor B,Ontology Term IDs,Ontology Term Names,Ontology Term Categories,Ontology Term Qualifier IDs,Ontology Term Qualifier Names,Ontology Term Types,Organism Name Interactor A,Organism Name Interactor B
4458,1386,4089,107776,110264,-,-,ATF2,SMAD4,CRE-BP1|CREB-2|CREB2|HB16|TREB7,DPC4|JIP|MADH4|MYHRS,Two-hybrid,physical,Sano Y (1999),PUBMED:10085140,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P15336,A4D7V5,NP_001243023|NP_001243022|NP_001243021|NP_001871|NP_001243020|NP_001243019,Q13485,A0A024R274,NP_005350,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4549,896,27335,107336,118148,RP5-973N23.3,ARG134,CCND3,EIF3K,-,EIF3-p28|EIF3S12|HSPC029|M9|MSTP001|PLAC-24|PLAC24|PRO1474|PTD001,Two-hybrid,physical,Shen X (2004),PUBMED:15327989,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P30281,B3KP19|Q5T8J1,NP_001751|NP_001274356|NP_001274363|NP_001129598|NP_001129489|NP_001129597,Q9UBQ5,U3LUI4|K7ERF1,NP_001295322|NP_001287921|NP_037366,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4608,10928,891,116131,107332,-,-,RALBP1,CCNB1,RIP1|RLIP1|RLIP76,CCNB,Two-hybrid,physical,Rosse C (2003),PUBMED:12775724,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q15311,-,NP_006779,P14635,-,NP_114172|NP_001341773|NP_001341774,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4648,5479,819,111475,107269,-,-,PPIB,CAMLG,CYP-S1|CYPB|HEL-S-39|OI9|SCYLP,CAML,Two-hybrid,physical,Bram RJ (1994),PUBMED:7522304,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P23284,-,NP_000933,P49069,-,NP_001736,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4660,1465,1465,107847,107847,-,-,CSRP1,CSRP1,CRP|CRP1|CSRP|CYRP|D1S181E|HEL-141,CRP|CRP1|CSRP|CYRP|D1S181E|HEL-141,Two-hybrid,physical,Feuerstein R (1994),PUBMED:7938009,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P21291,B4DY28,NP_001180499|NP_004069|NP_001180500|NP_001180501,P21291,B4DY28,NP_001180499|NP_004069|NP_001180500|NP_001180501,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4826,1445,3643,107832,109854,-,-,CSK,INSR,-,CD220|HHF5,Two-hybrid,physical,Arbet-Engels C (1999),PUBMED:10026153,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P41240,B2R6Q4|A8K3B6,NP_001120662|NP_004374|NP_001341917,P06213,-,NP_000199|NP_001073285,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4830,1445,3480,107832,109701,-,-,CSK,IGF1R,-,CD221|IGFIR|IGFR|JTK13,Two-hybrid,physical,Arbet-Engels C (1999),PUBMED:10026153,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P41240,B2R6Q4|A8K3B6,NP_001120662|NP_004374|NP_001341917,P08069,C9J5X1,NP_000866|NP_001278787,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4867,1634,1956,108002,108276,-,-,DCN,EGFR,CSCD|DSPG2|PG40|PGII|PGS2|SLRR1B,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Two-hybrid,physical,Santra M (2002),PUBMED:12105206,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P07585,A0A024RBG6|Q6FH10,NP_001911|NP_598011|NP_598010|NP_598013|NP_598012|NP_598014,P00533,-,NP_001333829|NP_001333828|NP_958440|NP_005219|NP_001333827|NP_001333826|NP_958441|NP_001333870|NP_958439,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4947,6493,405,112384,106898,-,-,SIM2,ARNT,HMC13F06|HMC29C01|SIM|bHLHe15,HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2,Two-hybrid,physical,Probst MR (1997),PUBMED:9020169,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q14190,-,NP_005060|NP_033664,P27540,A8K6P0|Q53F30|B0AZM1,NP_001337153|NP_001337155|NP_001659|NP_001337154|NP_001184254|NP_848514|NP_001272964|NP_001272965,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4967,6492,405,112383,106898,-,-,SIM1,ARNT,bHLHe14,HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2,Two-hybrid,physical,Probst MR (1997),PUBMED:9020169,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P81133,-,NP_005059,P27540,A8K6P0|Q53F30|B0AZM1,NP_001337153|NP_001337155|NP_001659|NP_001337154|NP_001184254|NP_848514|NP_001272964|NP_001272965,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4988,266743,405,129335,106898,-,-,NPAS4,ARNT,Le-PAS|NXF|PASD10|bHLHe79,HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2,Two-hybrid,physical,Ooe N (2004),PUBMED:14701734,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q8IUM7,-,NP_849195,P27540,A8K6P0|Q53F30|B0AZM1,NP_001337153|NP_001337155|NP_001659|NP_001337154|NP_001184254|NP_848514|NP_001272964|NP_001272965,-,-,-,-,-,-,Homo sapiens,Homo sapiens
4995,1839,7704,108172,113498,-,-,HBEGF,ZBTB16,DTR|DTS|DTSF|HEGFL,PLZF|ZNF145,Two-hybrid,physical,Nanba D (2003),PUBMED:14597771,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q99075,-,NP_001936,Q05516,A0A024R3C6,NP_001018011|NP_005997,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5021,5111,1647,111142,108014,-,RP5-975D15.1,PCNA,GADD45A,ATLD2,DDIT1|GADD45,Two-hybrid,physical,Smith ML (1994),PUBMED:7973727,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P12004,-,NP_872590|NP_002583,P24522,A5JUZ3,NP_001915|NP_001186670|NP_001186671,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5148,11073,7155,116256,113008,-,-,TOPBP1,TOP2B,TOP2BP1,TOPIIB|top2beta,Two-hybrid,physical,Yamane K (1997),PUBMED:9461304,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q92547,A0AV47|Q05BV8|A7E2X7,NP_008958,Q02880,Q59H80,NP_001059|NP_001317629,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5190,2316,1814,108605,108148,XX-FW83128A1.1,-,FLNA,DRD3,ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD,D3DR|ETM1|FET1,Two-hybrid,physical,Li M (2002),PUBMED:11911837,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P21333,Q60FE5|Q6NXF2,NP_001447|NP_001104026,P35462,A1A4V4|X5D2G4|E9PCM4|A8K8E4,NP_000787|NP_001277738|NP_001269492|NP_387512,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5248,27258,6635,118105,112519,MDS017,-,LSM3,SNRPE,SMX4|USS2|YLR438C,B-raf|HYPT11|SME|Sm-E,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,P62310,-,NP_055278,P62304,-,NP_001315566|NP_001291393|NP_003085|NP_001315567,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5253,25804,6635,117336,112519,-,-,LSM4,SNRPE,GRP|YER112W,B-raf|HYPT11|SME|Sm-E,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9Y4Z0,U3KQK1,NP_036453|NP_001239058,P62304,-,NP_001315566|NP_001291393|NP_003085|NP_001315567,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5256,23658,6635,117180,112519,-,-,LSM5,SNRPE,YER146W,B-raf|HYPT11|SME|Sm-E,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9Y4Y9,-,NP_001132971|NP_001124182|NP_036454,P62304,-,NP_001315566|NP_001291393|NP_003085|NP_001315567,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5262,2033,1958,108347,108278,RP1-85F18.1,-,EP300,EGR1,KAT3B|RSTS2|p300,AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225,Two-hybrid,physical,Silverman ES (1998),PUBMED:9806899,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q09472,Q7Z6C1,NP_001349772|NP_001420,P18146,Q546S1,NP_001955,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5271,1387,1958,107777,108278,-,-,CREBBP,EGR1,CBP|KAT3A|RSTS,AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225,Two-hybrid,physical,Silverman ES (1998),PUBMED:9806899,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q92793,-,NP_001073315|NP_004371,P18146,Q546S1,NP_001955,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5336,4926,2035,110980,108349,-,RP11-242O24.1,NUMA1,EPB41,NMP-22|NUMA,4.1R|EL1|HE,Two-hybrid,physical,Mattagajasingh SN (1999),PUBMED:10189366,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q14980,A0A024R5M9|Q4LE64|Q3SYK8,NP_006176|NP_001273490,P11171,Q29RX4|Q1WWM3|Q59F12,NP_001362942|NP_001362943|NP_001362946|NP_001362947|NP_001362944|NP_001362945|NP_004428|NP_001362949|NP_976217|NP_001362955|NP_001362954|NP_001362957|NP_001362956|NP_001362951|NP_001362950|NP_001362948|NP_001362952|NP_001159478|NP_001159479|NP_001159477|NP_976218|NP_001362953,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5347,54512,1915,120007,108237,-,RP11-505P4.2,EXOSC4,EEF1A1,RRP41|RRP41A|Rrp41p|SKI6|Ski6p|hRrp41p|p12A,CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9NPD3,-,NP_061910,P68104,Q6IPS9,NP_001393,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5350,5335,1915,111351,108237,RP3-511B24.2,RP11-505P4.2,PLCG1,EEF1A1,NCKAP3|PLC-II|PLC1|PLC148|PLCgamma1,CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1,Two-hybrid,physical,Chang JS (2002),PUBMED:11886851,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P19174,Q4LE43|Q9UFY1,NP_002651|NP_877963,P68104,Q6IPS9,NP_001393,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5361,3895,1936,110092,108256,-,UNQ601,KTN1,EEF1D,CG1|KNT|MU-RMS-40.19,EF-1D|EF1D|FP1047,Two-hybrid,physical,Ong LL (2003),PUBMED:12773547,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q86UP2,A0A024R663,NP_001072989|NP_001072990|NP_001257943|NP_004977,P29692,D3DWK1|B2RAR6,NP_001123525|NP_001123527|NP_001304672|NP_001123529|NP_001123528|NP_001182132|NP_001951|NP_001317575|NP_001276879|NP_115754,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5438,3791,308,109992,106805,-,-,KDR,ANXA5,CD309|FLK1|VEGFR|VEGFR2,ANX5|ENX2|HEL-S-7|PP4|RPRGL3,Two-hybrid,physical,Wen Y (1999),PUBMED:10329451,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P35968,A0A024RD88,NP_002244,P08758,V9HWE0,NP_001145,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5719,133522,2099,126361,108403,-,RP1-130E4.1,PPARGC1B,ESR1,ERRL1|PERC|PGC-1(beta)|PGC1B,ER|ESR|ESRA|ESTRR|Era|NR3A1,Two-hybrid,physical,Kressler D (2002),PUBMED:11854298,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q86YN6,B7ZM40,NP_001166169|NP_573570|NP_001166170,P03372,Q9UBT1|G4XH65|A8KAF4,NP_001116213|NP_000116|NP_001278159|NP_001278170|NP_001116212|NP_001116214,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5799,6597,2099,112481,108403,-,RP1-130E4.1,SMARCA4,ESR1,BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b,ER|ESR|ESRA|ESTRR|Era|NR3A1,Two-hybrid,physical,Ichinose H (1997),PUBMED:9099865,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P51532,A7E2E1|Q9HBD4|B3KNW7,NP_003063|NP_001122319|NP_001122318|NP_001122317|NP_001122316|NP_001122320|NP_001122321|NP_001361386,P03372,Q9UBT1|G4XH65|A8KAF4,NP_001116213|NP_000116|NP_001278159|NP_001278170|NP_001116212|NP_001116214,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5818,79039,2099,122503,108403,-,RP1-130E4.1,DDX54,ESR1,DP97,ER|ESR|ESRA|ESTRR|Era|NR3A1,Two-hybrid,physical,Rajendran RR (2003),PUBMED:12466272,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q8TDD1,-,NP_076977|NP_001104792,P03372,Q9UBT1|G4XH65|A8KAF4,NP_001116213|NP_000116|NP_001278159|NP_001278170|NP_001116212|NP_001116214,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5832,2099,30836,108403,119052,RP1-130E4.1,-,ESR1,DNTTIP2,ER|ESR|ESRA|ESTRR|Era|NR3A1,ERBP|FCF2|HSU15552|LPTS-RP2|TdIF2,Two-hybrid,physical,Bu H (2004),PUBMED:15047147,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P03372,Q9UBT1|G4XH65|A8KAF4,NP_001116213|NP_000116|NP_001278159|NP_001278170|NP_001116212|NP_001116214,Q5QJE6,-,NP_055412,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5977,2260,2224,108551,108517,-,-,FGFR1,FDPS,BFGFR|CD331|CEK|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1,FPPS|FPS,Two-hybrid,physical,Reilly JF (2002),PUBMED:12020352,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P11362,-,NP_075598|NP_075593|NP_075594|NP_001167538|NP_056934|NP_001167536|NP_001167537|NP_001167534|NP_001167535,P14324,A0A087X090,NP_001129294|NP_001129293|NP_001995|NP_001365354|NP_001365353|NP_001229753|NP_001229754,-,-,-,-,-,-,Homo sapiens,Homo sapiens
5981,7040,2339,112898,108625,-,-,TGFB1,FNTA,CED|DPD1|LAP|TGFB|TGFbeta,FPTA|PGGT1A|PTAR2,Two-hybrid,physical,Wang T (1996),PUBMED:8599089,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P01137,-,NP_000651,P49354,-,NP_002018,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6000,7341,355,113188,106851,OK/SW-cl.43,RP11-399O19.7,SUMO1,FAS,DAP1|GMP1|OFC10|PIC1|SENP2|SMT3|SMT3C|SMT3H3|UBL1,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,Two-hybrid,physical,Okura T (1996),PUBMED:8906799,9606,9606,Low Throughput,-,-,#LPPI|Likely protein-protein interaction,-,BIOGRID,P63165,A0A024R3Z2,NP_001358323|NP_001358322|NP_001358321|NP_001005782|NP_001005781|NP_003343,P25445,Q59FU8,NP_690610|NP_690611|NP_000034,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6064,51678,2512,119675,108789,-,-,MPP6,FTL,PALS2|VAM-1|VAM1|p55T,LFTD|NBIA3,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9NZW5,B8ZZG1|A0A024RA25,NP_057531|NP_001289966,P02792,-,NP_000137,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6085,7916,2243,113646,108534,DADB-70P7.5,-,PRRC2A,FGA,BAT2|D6S51|D6S51E|G2,Fib2,Two-hybrid,physical,Lehner B (2004),PUBMED:14667819,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P48634,-,NP_542417|NP_004629,P02671,-,NP_000499|NP_068657,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6219,2316,3688,108605,109894,XX-FW83128A1.1,RP11-479G22.2,FLNA,ITGB1,ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,Two-hybrid,physical,van der Flier A (2002),PUBMED:11807098,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P21333,Q60FE5|Q6NXF2,NP_001447|NP_001104026,P05556,-,NP_002202|NP_596867|NP_391988,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6310,2260,10817,108551,116030,-,RP11-298J23.2,FGFR1,FRS3,BFGFR|CD331|CEK|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1,FRS2-beta|FRS2B|FRS2beta|SNT-2|SNT2,Two-hybrid,physical,Xu H (1998),PUBMED:9660748,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P11362,-,NP_075598|NP_075593|NP_075594|NP_001167538|NP_056934|NP_001167536|NP_001167537|NP_001167534|NP_001167535,O43559,-,NP_006644,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6549,2566,11337,108840,116465,-,HT004,GABRG2,GABARAP,CAE2|ECA2|GEFSP3,ATG8A|GABARAP-a|MM46,Two-hybrid,physical,Nymann-Andersen J (2002),PUBMED:11948245,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P18507,-,NP_001362270|NP_001362271|NP_001362272|NP_001362273|NP_001362274|NP_001362275|NP_001362276|NP_001362277|NP_944494|NP_001362279|NP_001362269|NP_001362268|NP_944493|NP_001362278|NP_000807,O95166,Q6IAW1,NP_009209,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6630,2810,2908,109072,109165,-,-,SFN,NR3C1,YWHAS,GCCR|GCR|GCRST|GR|GRL,Two-hybrid,physical,Kino T (2003),PUBMED:12730237,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P31947,-,NP_006133,P04150,E5KQF6|E5KQF5|F1D8N4,NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6631,7041,2908,112899,109165,-,-,TGFB1I1,NR3C1,ARA55|HIC-5|HIC5|TSC-5,GCCR|GCR|GCRST|GR|GRL,Two-hybrid,physical,Yang L (2000),PUBMED:10848625,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O43294,A0A024QZE7,NP_001158191|NP_001035919|NP_057011,P04150,E5KQF6|E5KQF5|F1D8N4,NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6651,2908,11319,109165,116450,-,-,NR3C1,ECD,GCCR|GCR|GCRST|GR|GRL,GCR2|HSGT1,Two-hybrid,physical,Sato T (1999),PUBMED:9928932,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P04150,E5KQF6|E5KQF5|F1D8N4,NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192,O95905,-,NP_001129224|NP_001129225|NP_009196,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6722,2645,5208,108915,111229,-,RP11-164O23.2,GCK,PFKFB2,FGQTL3|GK|GLK|HHF3|HK4|HKIV|HXKP|LGLK|MODY2,PFK-2/FBPase-2,Two-hybrid,physical,Baltrusch S (2001),PUBMED:11522786,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P35557,Q53Y25,NP_000153|NP_277042|NP_277043,O60825,B4DY91|F6XNB3,NP_001018063|NP_006203,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6764,3309,1801,109541,108135,-,-,HSPA5,DPH1,BIP|GRP78|HEL-S-89n|MIF2,DPH2L|DPH2L1|OVCA1,Two-hybrid,physical,Salicioni AM (2000),PUBMED:11013075,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P11021,V9HWB4,NP_005338,Q9BZG8,B3KQW7,NP_001333504|NP_001333505|NP_001374|NP_001333503,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6781,6514,3838,112405,110036,-,-,SLC2A2,KPNA2,GLUT2,IPOA1|QIP2|RCH1|SRP1alpha,Two-hybrid,physical,Guillemain G (2002),PUBMED:11988093,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P11168,Q6PAU8,NP_001265588|NP_000331|NP_001265587,P52292,Q7Z726,NP_001307540|NP_002257,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6786,6517,1616,112408,107985,-,DADB-159G18.9,SLC2A4,DAXX,GLUT4,BING2|DAP6|EAP1,Two-hybrid,physical,Lalioti VS (2002),PUBMED:11842083,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P14672,-,NP_001033,Q9UER7,Q53F85|A0A024RCS3|B4E1C1,NP_001135441|NP_001341|NP_001241646|NP_001135442,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6790,2898,6386,109155,112287,-,-,GRIK2,SDCBP,EAA4|GLR6|GLUK6|GLUR6|GluK2|MRT6,MDA-9|MDA9|ST1|SYCL|TACIP18,Two-hybrid,physical,Hirbec H (2003),PUBMED:12597860,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q13002,F8WEZ8|Q8IY40|A8K0H7,NP_068775|NP_001159719|NP_786944,O00560,A0A024R7Z5|G5EA09,NP_005616|NP_001335269|NP_001335268|NP_001335270|NP_001317466|NP_001007069|NP_001007068|NP_001007070|NP_001007071,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6802,2898,9463,109155,114849,-,RP5-1039K5.11-004,GRIK2,PICK1,EAA4|GLR6|GLUK6|GLUR6|GluK2|MRT6,PICK|PRKCABP,Two-hybrid,physical,Hirbec H (2003),PUBMED:12597860,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q13002,F8WEZ8|Q8IY40|A8K0H7,NP_068775|NP_001159719|NP_786944,Q9NRD5,A0A024R1J5,NP_036539|NP_001034672|NP_001034673,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6812,2897,9463,109154,114849,-,RP5-1039K5.11-004,GRIK1,PICK1,EAA3|EEA3|GLR5|GLUR5|GluK1,PICK|PRKCABP,Two-hybrid,physical,Hirbec H (2003),PUBMED:12597860,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P39086,E9PD61|E7EPY9|E7EPZ0|E7ENK3,NP_000821|NP_783300,Q9NRD5,A0A024R1J5,NP_036539|NP_001034672|NP_001034673,-,-,-,-,-,-,Homo sapiens,Homo sapiens
6815,2897,6386,109154,112287,-,-,GRIK1,SDCBP,EAA3|EEA3|GLR5|GLUR5|GluK1,MDA-9|MDA9|ST1|SYCL|TACIP18,Two-hybrid,physical,Hirbec H (2003),PUBMED:12597860,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P39086,E9PD61|E7EPY9|E7EPZ0|E7ENK3,NP_000821|NP_783300,O00560,A0A024R7Z5|G5EA09,NP_005616|NP_001335269|NP_001335268|NP_001335270|NP_001317466|NP_001007069|NP_001007068|NP_001007070|NP_001007071,-,-,-,-,-,-,Homo sapiens,Homo sapiens
7002,904,2896,107343,109153,-,-,CCNT1,GRN,CCNT|CYCT1|HIVE1,CLN11|GEP|GP88|PCDGF|PEPI|PGRN,Two-hybrid,physical,Hoque M (2003),PUBMED:12588988,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O60563,A8K4M5,NP_001264771|NP_001231,P28799,-,NP_002078,-,-,-,-,-,-,Homo sapiens,Homo sapiens
7160,10287,2781,115576,109043,-,-,RGS19,GNAZ,GAIP|RGSGAIP,-,Two-hybrid,physical,De Vries L (1996),PUBMED:8986788,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P49795,B4DP94,NP_001034556|NP_005864,P19086,Q8N652|Q8IY73,NP_002064,-,-,-,-,-,-,Homo sapiens,Homo sapiens
7234,10287,2775,115576,109037,-,-,RGS19,GNAO1,GAIP|RGSGAIP,EIEE17|G-ALPHA-o|GNAO,Two-hybrid,physical,De Vries L (1996),PUBMED:8986788,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P49795,B4DP94,NP_001034556|NP_005864,P09471,Q8N6I9|Q6AWC5|B3KP89,NP_620073|NP_066268,-,-,-,-,-,-,Homo sapiens,Homo sapiens
7317,10287,2771,115576,109033,-,-,RGS19,GNAI2,GAIP|RGSGAIP,GIP|GNAI2B|H_LUCA15.1|H_LUCA16.1,Two-hybrid,physical,De Vries L (1996),PUBMED:8986788,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P49795,B4DP94,NP_001034556|NP_005864,P04899,B3KX51|B3KP24,NP_001159897|NP_002061|NP_001269548|NP_001269549|NP_001269546|NP_001269547,-,-,-,-,-,-,Homo sapiens,Homo sapiens
7358,10287,2773,115576,109035,-,RP5-1160K1.2,RGS19,GNAI3,GAIP|RGSGAIP,87U6|ARCND1,Two-hybrid,physical,De Vries L (1996),PUBMED:8986788,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P49795,B4DP94,NP_001034556|NP_005864,P08754,-,NP_006487,-,-,-,-,-,-,Homo sapiens,Homo sapiens
7551,3298,7329,109531,113177,-,LA16c-358B7.1,HSF2,UBE2I,HSF 2|HSTF 2,C358B7.1|P18|UBC9,Two-hybrid,physical,Goodson ML (2001),PUBMED:11278381,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q03933,Q9BS48,NP_004497|NP_001230023|NP_001129036,P63279,B0QYN7|A8K503,NP_003336|NP_919236|NP_919237|NP_919235,-,-,-,-,-,-,Homo sapiens,Homo sapiens
